root,verb_form,verb_form_label,pattern,nuance_korean,arabic_word,meaning_korean,verified
ش-ق-ق,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْقَقَ,,N
ش-ك-ر,1,1형,فَعَلَ,기본형,شَكَرَ,,Y
ش-ك-ر,2,2형,فَعَّلَ,사동/강조,شَكَّرَ,,Y
ش-ك-ر,3,3형,فَاعَلَ,상호동작,شَاكَرَ,,Y
ش-ك-ر,4,4형,أَفْعَلَ,사역형,أَشْكَرَ,,Y
ش-ك-ر,5,5형,تَفَعَّلَ,재귀(2형),تَشَكَّرَ,,Y
ش-ك-ر,6,6형,تَفَاعَلَ,상호재귀,تَشَاكَرَ,,Y
ش-ك-ر,7,7형,اِنْفَعَلَ,수동형,اِنْشَكَرَ,,N
ش-ك-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَكَرَ,,N
ش-ك-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْكَرَ,,N
ش-م-ل,1,1형,فَعَلَ,기본형,شَمَلَ,,Y
ش-م-ل,2,2형,فَعَّلَ,사동/강조,شَمَّلَ,,Y
ش-م-ل,3,3형,فَاعَلَ,상호동작,شَامَلَ,,Y
ش-م-ل,4,4형,أَفْعَلَ,사역형,أَشْمَلَ,,Y
ش-م-ل,5,5형,تَفَعَّلَ,재귀(2형),تَشَمَّلَ,,Y
ش-م-ل,6,6형,تَفَاعَلَ,상호재귀,تَشَامَلَ,,N
ش-م-ل,7,7형,اِنْفَعَلَ,수동형,اِنْشَمَلَ,,N
ش-م-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَمَلَ,,Y
ش-م-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْمَلَ,,N
ش-ه-د,1,1형,فَعَلَ,기본형,شَهَدَ,,Y
ش-ه-د,2,2형,فَعَّلَ,사동/강조,شَهَّدَ,,Y
ش-ه-د,3,3형,فَاعَلَ,상호동작,شَاهَدَ,,Y
ش-ه-د,4,4형,أَفْعَلَ,사역형,أَشْهَدَ,,Y
ش-ه-د,5,5형,تَفَعَّلَ,재귀(2형),تَشَهَّدَ,,Y
ش-ه-د,6,6형,تَفَاعَلَ,상호재귀,تَشَاهَدَ,,Y
ش-ه-د,7,7형,اِنْفَعَلَ,수동형,اِنْشَهَدَ,,N
ش-ه-د,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَهَدَ,,N
ش-ه-د,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْهَدَ,,Y
ش-ه-ر,1,1형,فَعَلَ,기본형,شَهَرَ,,Y
ش-ه-ر,2,2형,فَعَّلَ,사동/강조,شَهَّرَ,,Y
ش-ه-ر,3,3형,فَاعَلَ,상호동작,شَاهَرَ,,Y
ش-ه-ر,4,4형,أَفْعَلَ,사역형,أَشْهَرَ,,Y
ش-ه-ر,5,5형,تَفَعَّلَ,재귀(2형),تَشَهَّرَ,,Y
ش-ه-ر,6,6형,تَفَاعَلَ,상호재귀,تَشَاهَرَ,,Y
ش-ه-ر,7,7형,اِنْفَعَلَ,수동형,اِنْشَهَرَ,,N
ش-ه-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَهَرَ,,Y
ش-ه-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْهَرَ,,N
ص-ب-ت,1,1형,فَعَلَ,기본형,صَبَتَ,,Y
ص-ب-ت,2,2형,فَعَّلَ,사동/강조,صَبَّتَ,,Y
ص-ب-ت,3,3형,فَاعَلَ,상호동작,صَابَتَ,,N
ص-ب-ت,4,4형,أَفْعَلَ,사역형,أَصْبَتَ,,Y
ص-ب-ت,5,5형,تَفَعَّلَ,재귀(2형),تَصَبَّتَ,,Y
ص-ب-ت,6,6형,تَفَاعَلَ,상호재귀,تَصَابَتَ,,Y
ص-ب-ت,7,7형,اِنْفَعَلَ,수동형,اِنْصَبَتَ,,Y
ص-ب-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَبَتَ,,N
ص-ب-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْبَتَ,,Y
ص-ب-ح,1,1형,فَعَلَ,기본형,صَبَحَ,,Y
ص-ب-ح,2,2형,فَعَّلَ,사동/강조,صَبَّحَ,,Y
ص-ب-ح,3,3형,فَاعَلَ,상호동작,صَابَحَ,,N
ص-ب-ح,4,4형,أَفْعَلَ,사역형,أَصْبَحَ,,Y
ص-ب-ح,5,5형,تَفَعَّلَ,재귀(2형),تَصَبَّحَ,,Y
ص-ب-ح,6,6형,تَفَاعَلَ,상호재귀,تَصَابَحَ,,N
ص-ب-ح,7,7형,اِنْفَعَلَ,수동형,اِنْصَبَحَ,,N
ص-ب-ح,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَبَحَ,,N
ص-ب-ح,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْبَحَ,,Y
ص-ح-ت,1,1형,فَعَلَ,기본형,صَحَتَ,,Y
ص-ح-ت,2,2형,فَعَّلَ,사동/강조,صَحَّتَ,,Y
ص-ح-ت,3,3형,فَاعَلَ,상호동작,صَاحَتَ,,Y
ص-ح-ت,4,4형,أَفْعَلَ,사역형,أَصْحَتَ,,Y
ص-ح-ت,5,5형,تَفَعَّلَ,재귀(2형),تَصَحَّتَ,,N
ص-ح-ت,6,6형,تَفَاعَلَ,상호재귀,تَصَاحَتَ,,N
ص-ح-ت,7,7형,اِنْفَعَلَ,수동형,اِنْصَحَتَ,,N
ص-ح-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَحَتَ,,N
ص-ح-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْحَتَ,,N
ص-ح-ر,1,1형,فَعَلَ,기본형,صَحَرَ,,N
ص-ح-ر,2,2형,فَعَّلَ,사동/강조,صَحَّرَ,,N
ص-ح-ر,3,3형,فَاعَلَ,상호동작,صَاحَرَ,,N
ص-ح-ر,4,4형,أَفْعَلَ,사역형,أَصْحَرَ,,Y
ص-ح-ر,5,5형,تَفَعَّلَ,재귀(2형),تَصَحَّرَ,,Y
ص-ح-ر,6,6형,تَفَاعَلَ,상호재귀,تَصَاحَرَ,,N
ص-ح-ر,7,7형,اِنْفَعَلَ,수동형,اِنْصَحَرَ,,N
ص-ح-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَحَرَ,,N
ص-ح-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْحَرَ,,N
ص-ح-ف,1,1형,فَعَلَ,기본형,صَحَفَ,,Y
ص-ح-ف,2,2형,فَعَّلَ,사동/강조,صَحَّفَ,,Y
ص-ح-ف,3,3형,فَاعَلَ,상호동작,صَاحَفَ,,N
ص-ح-ف,4,4형,أَفْعَلَ,사역형,أَصْحَفَ,,Y
ص-ح-ف,5,5형,تَفَعَّلَ,재귀(2형),تَصَحَّفَ,,Y
ص-ح-ف,6,6형,تَفَاعَلَ,상호재귀,تَصَاحَفَ,,N
ص-ح-ف,7,7형,اِنْفَعَلَ,수동형,اِنْصَحَفَ,,N
ص-ح-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَحَفَ,,N
ص-ح-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْحَفَ,,N
ص-د-ر,1,1형,فَعَلَ,기본형,صَدَرَ,,Y
ص-د-ر,2,2형,فَعَّلَ,사동/강조,صَدَّرَ,,Y
ص-د-ر,3,3형,فَاعَلَ,상호동작,صَادَرَ,,Y
ص-د-ر,4,4형,أَفْعَلَ,사역형,أَصْدَرَ,,Y
ص-د-ر,5,5형,تَفَعَّلَ,재귀(2형),تَصَدَّرَ,,Y
ص-د-ر,6,6형,تَفَاعَلَ,상호재귀,تَصَادَرَ,,Y
ص-د-ر,7,7형,اِنْفَعَلَ,수동형,اِنْصَدَرَ,,N
ص-د-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَدَرَ,,N
ص-د-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْدَرَ,,Y
ص-د-ف,1,1형,فَعَلَ,기본형,صَدَفَ,,Y
ص-د-ف,2,2형,فَعَّلَ,사동/강조,صَدَّفَ,,Y
ص-د-ف,3,3형,فَاعَلَ,상호동작,صَادَفَ,,Y
ص-د-ف,4,4형,أَفْعَلَ,사역형,أَصْدَفَ,,Y
ص-د-ف,5,5형,تَفَعَّلَ,재귀(2형),تَصَدَّفَ,,Y
ص-د-ف,6,6형,تَفَاعَلَ,상호재귀,تَصَادَفَ,,Y
ص-د-ف,7,7형,اِنْفَعَلَ,수동형,اِنْصَدَفَ,,N
ص-د-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَدَفَ,,N
ص-د-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْدَفَ,,N
ص-د-ق,1,1형,فَعَلَ,기본형,صَدَقَ,,Y
ص-د-ق,2,2형,فَعَّلَ,사동/강조,صَدَّقَ,,Y
ص-د-ق,3,3형,فَاعَلَ,상호동작,صَادَقَ,,Y
ص-د-ق,4,4형,أَفْعَلَ,사역형,أَصْدَقَ,,Y
ص-د-ق,5,5형,تَفَعَّلَ,재귀(2형),تَصَدَّقَ,,Y
ص-د-ق,6,6형,تَفَاعَلَ,상호재귀,تَصَادَقَ,,Y
ص-د-ق,7,7형,اِنْفَعَلَ,수동형,اِنْصَدَقَ,,N
ص-د-ق,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَدَقَ,,N
ص-د-ق,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْدَقَ,,N
ص-د-ل,1,1형,فَعَلَ,기본형,صَدَلَ,,N
ص-د-ل,2,2형,فَعَّلَ,사동/강조,صَدَّلَ,,N
ص-د-ل,3,3형,فَاعَلَ,상호동작,صَادَلَ,,N
ص-د-ل,4,4형,أَفْعَلَ,사역형,أَصْدَلَ,,N
ص-د-ل,5,5형,تَفَعَّلَ,재귀(2형),تَصَدَّلَ,,N
ص-د-ل,6,6형,تَفَاعَلَ,상호재귀,تَصَادَلَ,,N
ص-د-ل,7,7형,اِنْفَعَلَ,수동형,اِنْصَدَلَ,,N
ص-د-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَدَلَ,,N
ص-د-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْدَلَ,,N
ص-ر-ت,1,1형,فَعَلَ,기본형,صَرَتَ,,Y
ص-ر-ت,2,2형,فَعَّلَ,사동/강조,صَرَّتَ,,Y
ص-ر-ت,3,3형,فَاعَلَ,상호동작,صَارَتَ,,Y
ص-ر-ت,4,4형,أَفْعَلَ,사역형,أَصْرَتَ,,Y
ص-ر-ت,5,5형,تَفَعَّلَ,재귀(2형),تَصَرَّتَ,,N
ص-ر-ت,6,6형,تَفَاعَلَ,상호재귀,تَصَارَتَ,,N
ص-ر-ت,7,7형,اِنْفَعَلَ,수동형,اِنْصَرَتَ,,N
ص-ر-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَرَتَ,,N
ص-ر-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْرَتَ,,N
ص-ر-ف,1,1형,فَعَلَ,기본형,صَرَفَ,,Y
ص-ر-ف,2,2형,فَعَّلَ,사동/강조,صَرَّفَ,,Y
ص-ر-ف,3,3형,فَاعَلَ,상호동작,صَارَفَ,,N
ص-ر-ف,4,4형,أَفْعَلَ,사역형,أَصْرَفَ,,Y
ص-ر-ف,5,5형,تَفَعَّلَ,재귀(2형),تَصَرَّفَ,,Y
ص-ر-ف,6,6형,تَفَاعَلَ,상호재귀,تَصَارَفَ,,N
ص-ر-ف,7,7형,اِنْفَعَلَ,수동형,اِنْصَرَفَ,,Y
ص-ر-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَرَفَ,,N
ص-ر-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْرَفَ,,N
ص-ط-د,1,1형,فَعَلَ,기본형,صَطَدَ,,N
ص-ط-د,2,2형,فَعَّلَ,사동/강조,صَطَّدَ,,N
ص-ط-د,3,3형,فَاعَلَ,상호동작,صَاطَدَ,,N
ص-ط-د,4,4형,أَفْعَلَ,사역형,أَصْطَدَ,,N
ص-ط-د,5,5형,تَفَعَّلَ,재귀(2형),تَصَطَّدَ,,Y
ص-ط-د,6,6형,تَفَاعَلَ,상호재귀,تَصَاطَدَ,,N
ص-ط-د,7,7형,اِنْفَعَلَ,수동형,اِنْصَطَدَ,,N
ص-ط-د,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَطَدَ,,N
ص-ط-د,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْطَدَ,,N
ص-ع-ب,1,1형,فَعَلَ,기본형,صَعَبَ,,Y
ص-ع-ب,2,2형,فَعَّلَ,사동/강조,صَعَّبَ,,Y
ص-ع-ب,3,3형,فَاعَلَ,상호동작,صَاعَبَ,,N
ص-ع-ب,4,4형,أَفْعَلَ,사역형,أَصْعَبَ,,Y
ص-ع-ب,5,5형,تَفَعَّلَ,재귀(2형),تَصَعَّبَ,,Y
ص-ع-ب,6,6형,تَفَاعَلَ,상호재귀,تَصَاعَبَ,,Y
ص-ع-ب,7,7형,اِنْفَعَلَ,수동형,اِنْصَعَبَ,,N
ص-ع-ب,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَعَبَ,,N
ص-ع-ب,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْعَبَ,,Y
ص-ع-د,1,1형,فَعَلَ,기본형,صَعَدَ,,Y
ص-ع-د,2,2형,فَعَّلَ,사동/강조,صَعَّدَ,,Y
ص-ع-د,3,3형,فَاعَلَ,상호동작,صَاعَدَ,,Y
ص-ع-د,4,4형,أَفْعَلَ,사역형,أَصْعَدَ,,Y
ص-ع-د,5,5형,تَفَعَّلَ,재귀(2형),تَصَعَّدَ,,Y
ص-ع-د,6,6형,تَفَاعَلَ,상호재귀,تَصَاعَدَ,,Y
ص-ع-د,7,7형,اِنْفَعَلَ,수동형,اِنْصَعَدَ,,N
ص-ع-د,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَعَدَ,,N
ص-ع-د,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْعَدَ,,N
ص-غ-ر,1,1형,فَعَلَ,기본형,صَغَرَ,,Y
ص-غ-ر,2,2형,فَعَّلَ,사동/강조,صَغَّرَ,,Y
ص-غ-ر,3,3형,فَاعَلَ,상호동작,صَاغَرَ,,Y
ص-غ-ر,4,4형,أَفْعَلَ,사역형,أَصْغَرَ,,Y
ص-غ-ر,5,5형,تَفَعَّلَ,재귀(2형),تَصَغَّرَ,,Y
ص-غ-ر,6,6형,تَفَاعَلَ,상호재귀,تَصَاغَرَ,,Y
ص-غ-ر,7,7형,اِنْفَعَلَ,수동형,اِنْصَغَرَ,,N
ص-غ-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَغَرَ,,N
ص-غ-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْغَرَ,,Y
ص-ف-ر,1,1형,فَعَلَ,기본형,صَفَرَ,,Y
ص-ف-ر,2,2형,فَعَّلَ,사동/강조,صَفَّرَ,,Y
ص-ف-ر,3,3형,فَاعَلَ,상호동작,صَافَرَ,,N
ص-ف-ر,4,4형,أَفْعَلَ,사역형,أَصْفَرَ,,Y
ص-ف-ر,5,5형,تَفَعَّلَ,재귀(2형),تَصَفَّرَ,,Y
ص-ف-ر,6,6형,تَفَاعَلَ,상호재귀,تَصَافَرَ,,N
ص-ف-ر,7,7형,اِنْفَعَلَ,수동형,اِنْصَفَرَ,,N
ص-ف-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَفَرَ,,N
ص-ف-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْفَرَ,,N
ص-ل-ح,1,1형,فَعَلَ,기본형,صَلَحَ,,Y
ص-ل-ح,2,2형,فَعَّلَ,사동/강조,صَلَّحَ,,Y
ص-ل-ح,3,3형,فَاعَلَ,상호동작,صَالَحَ,,Y
ص-ل-ح,4,4형,أَفْعَلَ,사역형,أَصْلَحَ,,Y
ص-ل-ح,5,5형,تَفَعَّلَ,재귀(2형),تَصَلَّحَ,,Y
ص-ل-ح,6,6형,تَفَاعَلَ,상호재귀,تَصَالَحَ,,Y
ص-ل-ح,7,7형,اِنْفَعَلَ,수동형,اِنْصَلَحَ,,Y
ص-ل-ح,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَلَحَ,,N
ص-ل-ح,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْلَحَ,,Y
ص-م-ت,1,1형,فَعَلَ,기본형,صَمَتَ,,Y
ص-م-ت,2,2형,فَعَّلَ,사동/강조,صَمَّتَ,,Y
ص-م-ت,3,3형,فَاعَلَ,상호동작,صَامَتَ,,Y
ص-م-ت,4,4형,أَفْعَلَ,사역형,أَصْمَتَ,,Y
ص-م-ت,5,5형,تَفَعَّلَ,재귀(2형),تَصَمَّتَ,,Y
ص-م-ت,6,6형,تَفَاعَلَ,상호재귀,تَصَامَتَ,,Y
ص-م-ت,7,7형,اِنْفَعَلَ,수동형,اِنْصَمَتَ,,N
ص-م-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَمَتَ,,N
ص-م-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْمَتَ,,N
ص-ن-د,1,1형,فَعَلَ,기본형,صَنَدَ,,N
ص-ن-د,2,2형,فَعَّلَ,사동/강조,صَنَّدَ,,N
ص-ن-د,3,3형,فَاعَلَ,상호동작,صَانَدَ,,N
ص-ن-د,4,4형,أَفْعَلَ,사역형,أَصْنَدَ,,N
ص-ن-د,5,5형,تَفَعَّلَ,재귀(2형),تَصَنَّدَ,,N
ص-ن-د,6,6형,تَفَاعَلَ,상호재귀,تَصَانَدَ,,N
ص-ن-د,7,7형,اِنْفَعَلَ,수동형,اِنْصَنَدَ,,N
ص-ن-د,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَنَدَ,,N
ص-ن-د,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْنَدَ,,N
ص-ن-ع,1,1형,فَعَلَ,기본형,صَنَعَ,,Y
ص-ن-ع,2,2형,فَعَّلَ,사동/강조,صَنَّعَ,,Y
ص-ن-ع,3,3형,فَاعَلَ,상호동작,صَانَعَ,,Y
ص-ن-ع,4,4형,أَفْعَلَ,사역형,أَصْنَعَ,,Y
ص-ن-ع,5,5형,تَفَعَّلَ,재귀(2형),تَصَنَّعَ,,Y
ص-ن-ع,6,6형,تَفَاعَلَ,상호재귀,تَصَانَعَ,,Y
ص-ن-ع,7,7형,اِنْفَعَلَ,수동형,اِنْصَنَعَ,,N
ص-ن-ع,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَنَعَ,,N
ص-ن-ع,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْنَعَ,,N
ص-ي-ر,1,1형,فَعَلَ,기본형,صَيَرَ,,Y
ص-ي-ر,2,2형,فَعَّلَ,사동/강조,صَيَّرَ,,Y
ص-ي-ر,3,3형,فَاعَلَ,상호동작,صَايَرَ,,N
ص-ي-ر,4,4형,أَفْعَلَ,사역형,أَصْيَرَ,,Y
ص-ي-ر,5,5형,تَفَعَّلَ,재귀(2형),تَصَيَّرَ,,Y
ص-ي-ر,6,6형,تَفَاعَلَ,상호재귀,تَصَايَرَ,,N
ص-ي-ر,7,7형,اِنْفَعَلَ,수동형,اِنْصَيَرَ,,N
ص-ي-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِصْتَيَرَ,,N
ص-ي-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَصْيَرَ,,N
ض-ج-ج,1,1형,فَعَلَ,기본형,ضَجَجَ,,N
ض-ج-ج,2,2형,فَعَّلَ,사동/강조,ضَجَّجَ,,N
ض-ج-ج,3,3형,فَاعَلَ,상호동작,ضَاجَجَ,,N
ض-ج-ج,4,4형,أَفْعَلَ,사역형,أَضْجَجَ,,N
ض-ج-ج,5,5형,تَفَعَّلَ,재귀(2형),تَضَجَّجَ,,Y
ض-ج-ج,6,6형,تَفَاعَلَ,상호재귀,تَضَاجَجَ,,N
ض-ج-ج,7,7형,اِنْفَعَلَ,수동형,اِنْضَجَجَ,,N
ض-ج-ج,8,8형,اِفْتَعَلَ,재귀/중간태,اِضْتَجَجَ,,N
ض-ج-ج,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَضْجَجَ,,N
ض-ر-ب,1,1형,فَعَلَ,기본형,ضَرَبَ,,Y
ض-ر-ب,2,2형,فَعَّلَ,사동/강조,ضَرَّبَ,,Y
ض-ر-ب,3,3형,فَاعَلَ,상호동작,ضَارَبَ,,Y
ض-ر-ب,4,4형,أَفْعَلَ,사역형,أَضْرَبَ,,Y
ض-ر-ب,5,5형,تَفَعَّلَ,재귀(2형),تَضَرَّبَ,,Y
ض-ر-ب,6,6형,تَفَاعَلَ,상호재귀,تَضَارَبَ,,Y
ض-ر-ب,7,7형,اِنْفَعَلَ,수동형,اِنْضَرَبَ,,N
ض-ر-ب,8,8형,اِفْتَعَلَ,재귀/중간태,اِضْتَرَبَ,,N
ض-ر-ب,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَضْرَبَ,,N
ض-ط-ر,1,1형,فَعَلَ,기본형,ضَطَرَ,,N
ض-ط-ر,2,2형,فَعَّلَ,사동/강조,ضَطَّرَ,,N
ض-ط-ر,3,3형,فَاعَلَ,상호동작,ضَاطَرَ,,N
ض-ط-ر,4,4형,أَفْعَلَ,사역형,أَضْطَرَ,,Y
ض-ط-ر,5,5형,تَفَعَّلَ,재귀(2형),تَضَطَّرَ,,Y
ض-ط-ر,6,6형,تَفَاعَلَ,상호재귀,تَضَاطَرَ,,N
ض-ط-ر,7,7형,اِنْفَعَلَ,수동형,اِنْضَطَرَ,,N
ض-ط-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِضْتَطَرَ,,N
ض-ط-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَضْطَرَ,,N
ض-ع-ف,1,1형,فَعَلَ,기본형,ضَعَفَ,,Y
ض-ع-ف,2,2형,فَعَّلَ,사동/강조,ضَعَّفَ,,Y
ض-ع-ف,3,3형,فَاعَلَ,상호동작,ضَاعَفَ,,Y
ض-ع-ف,4,4형,أَفْعَلَ,사역형,أَضْعَفَ,,Y
ض-ع-ف,5,5형,تَفَعَّلَ,재귀(2형),تَضَعَّفَ,,Y
ض-ع-ف,6,6형,تَفَاعَلَ,상호재귀,تَضَاعَفَ,,Y
ض-ع-ف,7,7형,اِنْفَعَلَ,수동형,اِنْضَعَفَ,,N
ض-ع-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِضْتَعَفَ,,N
ض-ع-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَضْعَفَ,,Y
ط-ب-ب,1,1형,فَعَلَ,기본형,طَبَبَ,,Y
ط-ب-ب,2,2형,فَعَّلَ,사동/강조,طَبَّبَ,,Y
ط-ب-ب,3,3형,فَاعَلَ,상호동작,طَابَبَ,,N
ط-ب-ب,4,4형,أَفْعَلَ,사역형,أَطْبَبَ,,Y
ط-ب-ب,5,5형,تَفَعَّلَ,재귀(2형),تَطَبَّبَ,,Y
ط-ب-ب,6,6형,تَفَاعَلَ,상호재귀,تَطَابَبَ,,N
ط-ب-ب,7,7형,اِنْفَعَلَ,수동형,اِنْطَبَبَ,,N
ط-ب-ب,8,8형,اِفْتَعَلَ,재귀/중간태,اِطْتَبَبَ,,N
ط-ب-ب,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَطْبَبَ,,N
ط-ب-خ,1,1형,فَعَلَ,기본형,طَبَخَ,,Y
ط-ب-خ,2,2형,فَعَّلَ,사동/강조,طَبَّخَ,,Y
ط-ب-خ,3,3형,فَاعَلَ,상호동작,طَابَخَ,,Y
ط-ب-خ,4,4형,أَفْعَلَ,사역형,أَطْبَخَ,,Y
ط-ب-خ,5,5형,تَفَعَّلَ,재귀(2형),تَطَبَّخَ,,Y
ط-ب-خ,6,6형,تَفَاعَلَ,상호재귀,تَطَابَخَ,,N
ط-ب-خ,7,7형,اِنْفَعَلَ,수동형,اِنْطَبَخَ,,Y
ط-ب-خ,8,8형,اِفْتَعَلَ,재귀/중간태,اِطْتَبَخَ,,N
ط-ب-خ,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَطْبَخَ,,N
ط-ب-ق,1,1형,فَعَلَ,기본형,طَبَقَ,,Y
ط-ب-ق,2,2형,فَعَّلَ,사동/강조,طَبَّقَ,,Y
ط-ب-ق,3,3형,فَاعَلَ,상호동작,طَابَقَ,,Y
ط-ب-ق,4,4형,أَفْعَلَ,사역형,أَطْبَقَ,,Y
ط-ب-ق,5,5형,تَفَعَّلَ,재귀(2형),تَطَبَّقَ,,Y
ط-ب-ق,6,6형,تَفَاعَلَ,상호재귀,تَطَابَقَ,,Y
ط-ب-ق,7,7형,اِنْفَعَلَ,수동형,اِنْطَبَقَ,,Y
ط-ب-ق,8,8형,اِفْتَعَلَ,재귀/중간태,اِطْتَبَقَ,,N
ط-ب-ق,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَطْبَقَ,,N
ط-ر-ت,1,1형,فَعَلَ,기본형,طَرَتَ,,Y
ط-ر-ت,2,2형,فَعَّلَ,사동/강조,طَرَّتَ,,Y
ط-ر-ت,3,3형,فَاعَلَ,상호동작,طَارَتَ,,Y
ط-ر-ت,4,4형,أَفْعَلَ,사역형,أَطْرَتَ,,Y
ط-ر-ت,5,5형,تَفَعَّلَ,재귀(2형),تَطَرَّتَ,,N
ط-ر-ت,6,6형,تَفَاعَلَ,상호재귀,تَطَارَتَ,,N
ط-ر-ت,7,7형,اِنْفَعَلَ,수동형,اِنْطَرَتَ,,N
ط-ر-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِطْتَرَتَ,,N
ط-ر-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَطْرَتَ,,Y
ط-ر-ق,1,1형,فَعَلَ,기본형,طَرَقَ,,Y
ط-ر-ق,2,2형,فَعَّلَ,사동/강조,طَرَّقَ,,Y
ط-ر-ق,3,3형,فَاعَلَ,상호동작,طَارَقَ,,Y
ط-ر-ق,4,4형,أَفْعَلَ,사역형,أَطْرَقَ,,Y
ط-ر-ق,5,5형,تَفَعَّلَ,재귀(2형),تَطَرَّقَ,,Y
ط-ر-ق,6,6형,تَفَاعَلَ,상호재귀,تَطَارَقَ,,N
ط-ر-ق,7,7형,اِنْفَعَلَ,수동형,اِنْطَرَقَ,,N
ط-ر-ق,8,8형,اِفْتَعَلَ,재귀/중간태,اِطْتَرَقَ,,N
ط-ر-ق,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَطْرَقَ,,N
ط-ع-م,1,1형,فَعَلَ,기본형,طَعَمَ,,Y
ط-ع-م,2,2형,فَعَّلَ,사동/강조,طَعَّمَ,,Y
ط-ع-م,3,3형,فَاعَلَ,상호동작,طَاعَمَ,,N
ط-ع-م,4,4형,أَفْعَلَ,사역형,أَطْعَمَ,,Y
ط-ع-م,5,5형,تَفَعَّلَ,재귀(2형),تَطَعَّمَ,,Y
ط-ع-م,6,6형,تَفَاعَلَ,상호재귀,تَطَاعَمَ,,N
ط-ع-م,7,7형,اِنْفَعَلَ,수동형,اِنْطَعَمَ,,N
ط-ع-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِطْتَعَمَ,,N
ط-ع-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَطْعَمَ,,Y
ط-ق-س,1,1형,فَعَلَ,기본형,طَقَسَ,,Y
