root,verb_form,verb_form_label,pattern,nuance_korean,arabic_word,meaning_korean,verified,meaning_primary,meaning_secondary,nuance_kr,example_sentence,sentence_meaning,level
ش-ت-ق,6,6형,تَفَاعَلَ,상호재귀,تَشَاتَقَ,,N,다투다,"의견이 분분하다, 서로 반목하다","Form VI은 주로 상호 행위를 나타내며, 여기서는 '서로 다투다' 또는 '서로 의견이 분분하다'와 같이 상호 작용과 관련된 의미를 갖습니다. 'tashātaqa'는 뿌리 'sh-t-q'에서 파생되어 '나뉘다, 갈라지다' 등의 기본 의미와 관련이 있습니다. 따라서 의견이 갈라져 서로 다투는 상황을 묘사합니다.",تَشَاتَقَ السِّيَاسِيُّونَ حَوْلَ القَضِيَّةِ.,정치인들은 그 문제에 대해 서로 다투었다.,1
ش-ت-ق,7,7형,اِنْفَعَلَ,수동형,اِنْشَتَقَ,,N,파생되다,"갈라지다, 갈라져 나오다","7형 동사이며, 수동적/자동적 의미를 갖는다. 어떤 것에서 분리되어 나오거나 파생되는 과정을 나타낸다. 원래 하나였던 것이 나뉘어지는 의미를 내포.",اِنْشَتَقَّتِ الكَلِمَةُ مِنَ الجِذْرِ.,그 단어는 어근에서 파생되었다.,1
ش-ت-ق,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَتَقَ,,N,파생되다,"유래되다, 갈라져 나오다","8형 동사로, 주로 추상적인 개념이나 관계의 파생, 유래를 나타낼 때 사용됩니다. 능동의 의미를 가지지만, 수동적인 뉘앙스를 내포하기도 합니다.",اِشْتَقَّتْ هَذِهِ الْكَلِمَةُ مِنَ الْفِعْلِ الثُّلَاثِيِّ.,이 단어는 삼자 동사에서 파생되었습니다.,1
ش-ت-ق,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْتَقَ,,N,파생되다,"추론되다, 유래되다","10형 동사로, '찾다, 구하다'의 의미가 내포되어 파생/유래의 의미를 강조함. 명사형은 اِسْتِشْتَاق (istishtaqa)임.",اِسْتُشْتِقَتْ هَذِهِ الْكَلِمَةُ مِنَ الْكَلِمَةِ الْيُونَانِيَّةِ.‎,이 단어는 그리스어 단어에서 파생되었다.,1
ش-ج-ر,1,1형,فَعَلَ,기본형,شَجَرَ,,Y,논쟁하다,"다투다, 분쟁하다",주로 구두 또는 서면으로 의견이 충돌하여 논쟁이나 말다툼이 발생하는 상황을 나타냅니다. 1형 동사로 기본적인 의미를 지닙니다.,شَجَرَهُ فِي الْمَوْضُوعِ.,그는 그 문제에 대해 그와 논쟁했다.,1
ش-ج-ر,2,2형,فَعَّلَ,사동/강조,شَجَّرَ,,Y,심다,"조림하다, 나무를 늘어놓다","타동사이며, 주로 나무를 심거나 나무의 형상을 나타내는 데 사용됩니다. Form II 동사는 기본 의미를 강화하거나 변형시키는 경향이 있습니다.",شَجَّرَ الْبُسْتَانِيُّ الْحَدِيقَةَ بِالْأَشْجَارِ.‎,정원사는 정원에 나무를 심었다.,1
ش-ج-ر,3,3형,فَاعَلَ,상호동작,شَاجَرَ,,Y,논쟁하다,"싸우다, 다투다","제 3형 동사로, 주로 쌍방향의 행위를 나타냅니다. 즉, '서로 논쟁하다'와 같은 의미를 가집니다. 강조의 의미를 내포하기도 합니다.",تَشَاجَرَ الوَلَدَانِ فِي الحَدِيقَةِ.‎,두 아이가 공원에서 싸웠다.,1
ش-ج-ر,4,4형,أَفْعَلَ,사역형,أَشْجَرَ,,Y,나무를 심다,없음,"4형 동사는 주로 사동의 의미를 가지며, 여기서는 '나무(شَجَر, shajar)가 있도록 하다' 즉 '나무를 심다'라는 의미를 갖습니다. 명사에서 파생된 동사입니다.",أَشْجَرَ الْبُسْتَانِيُّ الْحَدِيقَةَ. ,정원사가 정원에 나무를 심었다.,1
ش-ج-ر,5,5형,تَفَعَّلَ,재귀(2형),تَشَجَّرَ,,Y,수목화되다,"나무가 되다, 나뭇가지처럼 퍼지다","Form V 동사는 주로 재귀적이거나 수동적인 의미를 가지며, 여기서는 '나무의 형상을 갖게 되다', '나무처럼 퍼져나가다' 등의 의미를 내포한다. 점진적인 변화나 변형을 나타낼 수 있다.",بدأت الأفكار تتشجر في ذهني.,생각들이 내 마음속에서 수목화되기 시작했다.,1
ش-ج-ر,6,6형,تَفَاعَلَ,상호재귀,تَشَاجَرَ,,Y,다투다,"싸우다, 언쟁하다","제6형 동사로, 상호성 또는 공동성을 나타냅니다. 즉, 두 명 이상의 주체가 서로 다투는 행위를 의미합니다. 자동사로 사용됩니다.",تَشَاجَرَ الْوَلَدَانِ فِي الْمَدْرَسَةِ.,두 아이가 학교에서 다투었다.,1
ش-ج-ر,7,7형,اِنْفَعَلَ,수동형,اِنْشَجَرَ,,N,갈등,"얽히다, 분기하다","7형 동사는 주로 자동사(자동태)로 쓰이며, 행위의 결과나 상태를 나타내는 경우가 많습니다. 'اِنْشَجَرَ'는 '나무가 얽히다' 혹은 '분쟁이 발생하다' 와 같이 어떤 사물이 복잡하게 얽히거나, 갈등이 발생하는 상황을 나타냅니다. 주로 추상적인 의미에서 사용됩니다.",اِنْشَجَرَتِ الْأُمُورُ بَيْنَهُم.,그들 사이의 일들이 얽혔다.,1
ش-ج-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَجَرَ,,Y,다투다,"논쟁하다, 싸우다","Form VIII은 상호 작용 또는 반영적 의미를 가질 수 있습니다. 여기서는 '서로 나무처럼 얽히다'라는 어원에서 파생되어 '다투다, 논쟁하다'라는 상호작용의 의미를 나타냅니다.",اِشْتَجَرَ الرَّجُلَانِ فِي الشَّارِعِ.,두 남자는 길에서 다투었다.,1
ش-ج-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْجَرَ,,N,나무처럼 되다,없음,"استفعل 형태(Form X)는 '되다, ~으로 여기다' 등의 의미를 가지며, 이 동사는 문자 그대로 나무처럼 되는 것을 의미하거나 비유적으로 사용될 수 있습니다. 어근 ش-ج-ر는 나무, 분쟁 등의 의미를 가집니다.",اِسْتَشْجَرَ الطِّفْلُ فِي الْغَابَةِ.,아이가 숲에서 나무처럼 되었다.,1
ش-ر-ب,1,1형,فَعَلَ,기본형,شَرَبَ,,Y,마시다,"흡수하다, 빨아들이다 (문맥에 따라)","가장 기본적인 동사 형태로, 어떤 액체를 입을 통해 몸 안으로 들이는 행위를 나타냅니다. 과거 시제를 나타냅니다. 완전 동사입니다.",شَرِبَ الوَلَدُ الماءَ. ,소년은 물을 마셨다.,1
ش-ر-ب,2,2형,فَعَّلَ,사동/강조,شَرَّبَ,,Y,마시게 하다,"젖게 하다, 담그다","타동사이며, 기본적으로 '마시다' (شَرِبَ)의 사동 형태입니다. 때로는 무언가를 액체에 담그거나 젖게 하는 의미로도 사용됩니다. 강조의 의미도 내포할 수 있습니다.",شَرَّبْتُ الطِّفْلَ الْحَلِيبَ.,나는 아이에게 우유를 마시게 했다.,1
ش-ر-ب,3,3형,فَاعَلَ,상호동작,شَارَبَ,,Y,함께 마시다,"교제하다, 동반하다 (술자리 등)","Form 3 동사는 주로 쌍방향 또는 상호 작용을 나타냅니다. 'شَارَبَ'는 술을 함께 마시는 행위 뿐만 아니라 그 과정에서 발생하는 교류, 친목 도모 등의 뉘앙스를 포함할 수 있습니다.",شَارَبَ عَلِيٌّ صَدِيقَهُ الشَّايَ.‎,알리는 그의 친구와 차를 함께 마셨다.,1
ش-ر-ب,4,4형,أَفْعَلَ,사역형,أَشْرَبَ,,Y,마시게 하다,"먹이다, 흡수시키다","샤라바(شَرِبَ) '마시다'의 사역형. 4형 동사는 기본적으로 사역의 의미를 갖는다. 즉, 직접 마시는 행위가 아니라 다른 사람에게 마시게 하는 행위를 나타낸다.",أَشْرَبْتُ الْوَلَدَ الْحَلِيبَ.,나는 아이에게 우유를 마시게 했다.,1
ش-ر-ب,5,5형,تَفَعَّلَ,재귀(2형),تَشَرَّبَ,,Y,흡수하다,"스며들다, 물들다","5형 동사는 주로 재귀적(reflexive) 의미나 수동적(passive) 의미를 나타냅니다. 이 동사의 경우, 무엇인가가 서서히, 완전히 스며들거나 흡수되는 과정을 묘사합니다.",تَشَرَّبَ الإسفنج الماءَ.,스펀지가 물을 흡수했다.,1
ش-ر-ب,6,6형,تَفَاعَلَ,상호재귀,تَشَارَبَ,,Y,서로 마시다,"함께 마시다, 동반하여 마시다","Form VI 동사는 '상호 작용' 또는 '협력'의 의미를 나타냅니다. 즉, 두 명 이상의 주체가 서로에게 영향을 미치는 행위를 나타냅니다. 이 경우에는 서로에게 술이나 음료를 마시는 행위를 뜻합니다.",تَشَارَبَ الصَّدِيقَانِ الشَّايَ.,두 친구는 차를 함께 마셨다.,1
ش-ر-ب,7,7형,اِنْفَعَلَ,수동형,اِنْشَرَبَ,,N,마시다,없음,"제7형 동사로, 수동적인 의미(자발적/피동적)나 결과를 나타낸다. 여기서는 주로 액체가 흡수되거나 스며드는 이미지를 나타낼 수 있다. 기본적으로 '마시다'의 의미를 가지지만, 자동사로 사용되어 '흡수되다', '스며들다' 등의 뉘앙스를 가질 수 있다. 행위자가 명확하지 않거나 행위 자체의 결과를 강조할 때 사용된다.",اِنْشَرَبَ الْمَاءُ فِي الْأَرْضِ.,물이 땅에 흡수되었다.,1
ش-ر-ب,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَرَبَ,,N,서로 마시다,"혼합하다, 연관되다 (없음)","Form VIII 동사로, 상호성을 나타낸다. 즉, 주어가 복수이거나 두 대상 간의 행위를 의미한다.",اِشْتَرَبَ الْأَصْدِقَاءُ الشَّايَ.,친구들은 차를 서로 마셨다. (친구들이 함께 차를 마셨다.),1
ش-ر-ب,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْرَبَ,,N,흡수하다,"젖어들다, 물들다","10형 동사로, '찾다, 요구하다'의 의미에 더해 '가득 채우다, 스며들게 하다'와 같은 의미를 가질 수 있습니다. 어떤 것이 다른 것에 완전히 젖어들거나 흡수되어 영향을 받는 상황을 묘사할 때 사용됩니다.",اِسْتَشْرَبَ قَلْبُهُ الْحُبَّ.‎,그의 마음은 사랑으로 가득 찼다/젖어들었다.,1
ش-ر-ت,1,1형,فَعَلَ,기본형,شَرَتَ,,Y,조건을 두다,없음,"주로 '조건을 두다, 규정하다, 명시하다'와 같은 의미로 사용됩니다. 계약, 합의 등에서 조건을 설정할 때 쓰입니다.",شَرَطَ عَلَيْهِ شُرُوطًا صَعْبَةً.,그는 그에게 어려운 조건들을 두었다.,1
ش-ر-ت,2,2형,فَعَّلَ,사동/강조,شَرَّتَ,,Y,악화시키다,"나쁘게 만들다, 해치다","Form 2는 주로 타동사로, 기본 의미를 강조하거나 원인이 되는 행위를 나타냄. 따라서 '나쁘다'라는 의미의 기본 동사에서 '나쁘게 만들다', '악화시키다' 등의 사동적 의미를 갖게 됨.",شَرَّتِ الأَوْضَاعُ سُوءًا.‎,상황이 더욱 악화되었다.,1
ش-ر-ت,3,3형,فَاعَلَ,상호동작,شَارَتَ,,N,나누다,"협력하다, 참여하다",3형 동사는 주로 상호 작용이나 공유를 나타냅니다. 따라서 'شَارَتَ'는 두 사람 이상이 어떤 것을 함께 나누거나 공유하는 행위를 의미합니다. 협력적인 의미도 내포할 수 있습니다.,شَارَكْتُ فِي الْمَشْرُوعِ.‎,나는 그 프로젝트에 참여했다.,1
ش-ر-ت,4,4형,أَفْعَلَ,사역형,أَشْرَتَ,,Y,과시하다,"까불다, 자랑하다","Form 4 동사로, 기본적으로 '만들다' 또는 '시키다'의 의미를 내포합니다. 여기서는 '자신을 과시하게 만들다' 또는 '과시하도록 시키다'라는 의미에서 파생되어 '과시하다'라는 의미를 갖게 됩니다.",أَشْرَتْ بِثِيَابِهَا الْجَدِيدَةِ.,그녀는 새 옷을 과시했다.,1
ش-ر-ت,5,5형,تَفَعَّلَ,재귀(2형),تَشَرَّتَ,,N,나빠지다,"악화되다, 퍼지다","주로 추상적인 것 (관계, 질병, 상황 등)이 악화되거나 널리 퍼지는 것을 나타냅니다. 5형은 재귀적인 의미를 내포하여, 사태 자체가 스스로 나빠지는 과정을 강조합니다.",تَشَرَّتِ الْعَلاقَاتُ بَيْنَهُمَا بَعْدَ الْخِلافِ.,그들 사이의 관계는 불화 후에 나빠졌다.,1
ش-ر-ت,6,6형,تَفَاعَلَ,상호재귀,تَشَارَتَ,,N,공유하다,"협력하다, 참여하다","6형 동사는 주로 상호성 또는 협력을 나타냅니다. 따라서 'تَشَارَتَ'는 단순히 '나누다'가 아니라 '서로 나누다', '함께 공유하다'라는 의미를 가집니다. 두 명 이상의 주체가 공동으로 참여하는 행위를 강조합니다.",تَشَارَتَ الطُّلَّابُ فِي الْمَشْرُوعِ (tašārata aṭ-ṭullābu fī al-mašrū‘i),학생들은 프로젝트에 협력했다.,1
ش-ر-ت,7,7형,اِنْفَعَلَ,수동형,اِنْشَرَتَ,,Y,퍼지다,"펼쳐지다, 흩어지다","제7형은 주로 자동태를 나타내며, 이 동사는 무언가가 스스로 퍼지거나 펼쳐지는 상황을 묘사합니다. 능동태 동사의 수동적 변화가 아님. 오히려 상태의 변화를 의미함.",اِنْشَرَتِ الأَخْبَارُ سَرِيعًا.,소식이 빠르게 퍼졌다.,1
ش-ر-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَرَتَ,,Y,구입했다,"획득했다, 얻었다","제 8형 동사 (اِفْتَعَلَ) 로, '사다'라는 기본적인 의미에 더하여 노력이나 의지를 통해 얻는다는 의미를 내포할 수 있습니다. 과거 시제, 여성 단수.",اِشْتَرَتْ فَاطِمَةُ كِتَابًا جَدِيدًا.‎,파티마는 새 책을 샀다.,1
ش-ر-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْرَتَ,,Y,만연하다,"퍼지다, 널리 퍼지다","제10형 동사로, 원래 의미인 '악' 또는 '해로움'이 널리 퍼져 통제 불능 상태가 됨을 나타냅니다. 부정적인 상황이나 현상이 광범위하게 확산되는 맥락에서 사용됩니다.",اِسْتَشْرَتِ الْفِتْنَةُ فِي الْمُجْتَمَعِ.,사회가 혼란에 빠졌다 (사회에 혼란이 만연했다).,1
ش-ر-ع,1,1형,فَعَلَ,기본형,شَرَعَ,,Y,시작하다,"규정하다, 입법하다","동사 원형 (과거형). 어떤 행위나 과정의 시작을 나타내거나, 법이나 규칙 등을 규정하는 행위를 나타낸다. 문맥에 따라 '들어갔다'의 의미도 가질 수 있다.",شَرَعَ الْعُمَّالُ فِي الْعَمَلِ.,노동자들이 일을 시작했다.,1
ش-ر-ع,2,2형,فَعَّلَ,사동/강조,شَرَّعَ,,Y,제정하다,"합법화하다, 입법하다","2형 동사로, 'شَرَعَ' (시작하다)의 사동형. 법률이나 규칙을 만드는 행위를 나타낸다.",شَرَّعَ الْمَجْلِسُ قَانُونًا جَدِيدًا.‎,국회는 새로운 법을 제정했다.,1
ش-ر-ع,3,3형,فَاعَلَ,상호동작,شَارَعَ,,Y,참여하다,"겨루다, 경쟁하다","3형 동사는 상호 작용 또는 참여의 의미를 나타내는 경우가 많습니다. 'شَارَعَ'는 누군가와 함께 무언가를 하거나, 경쟁적인 상황에서 서로 겨루는 행위를 나타냅니다. 법률 용어로는 '법을 제정하다'라는 뜻도 있지만, 일반적인 용법은 아닙니다.",تُشَارِكُ الشَّرِكَةُ فِي الْمَعْرِضِ الدَّوْلِيِّ.,그 회사는 국제 박람회에 참여합니다.,1
ش-ر-ع,4,4형,أَفْعَلَ,사역형,أَشْرَعَ,,Y,시작하다,"제정하다, 합법화하다","주로 어떤 일의 시작이나 시작 행위를 나타내며, 법률 용어로는 법을 제정하거나 합법화하는 의미로도 사용됩니다. 4형 동사로 사동의 의미를 가질 수 있습니다.",أَشْرَعَ الْحُكُومَةُ قَانُونًا جَدِيدًا. ,정부는 새로운 법을 제정했다.,1
ش-ر-ع,5,5형,تَفَعَّلَ,재귀(2형),تَشَرَّعَ,,Y,법을 따르다,없음,"5형 동사로, '자신을 ~하게 하다', '가장하다' 등의 의미를 내포하며, 여기서는 '자신을 법을 따르는 사람처럼 보이게 하다'에서 '법을 따르다'라는 의미로 발전했습니다.",تَشَرَّعَ الرَّجُلُ فِي الْقَضَاءِ.,그 남자는 판결에서 법을 따랐다.,1
ش-ر-ع,6,6형,تَفَاعَلَ,상호재귀,تَشَارَعَ,,N,서로 경쟁하다,"서로 다투다, 서둘러 하다","Form VI 동사는 상호성을 나타내며, 두 명 이상이 서로에게 영향을 미치는 행위를 표현합니다. 이 경우, 'تَشَارَعَ'는 두 개 이상의 주체가 어떤 목표를 달성하기 위해 서로 경쟁하거나 서두르는 것을 의미합니다.",تَشَارَعَ الطلابُ في الإجابةِ على الأسئلةِ.,학생들은 질문에 답하기 위해 서로 경쟁했다.,1
ش-ر-ع,7,7형,اِنْفَعَلَ,수동형,اِنْشَرَعَ,,N,갈라지다,"터지다, 찢어지다","주로 수동적인 의미로 사용되며, 어떤 것이 갈라지거나 찢어지는 현상을 나타냅니다. 7형은 주로 자동사로 사용됩니다.",اِنْشَرَعَ الثَّوْبُ.,옷이 찢어졌다.,1
ش-ر-ع,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَرَعَ,,Y,입법하다,"규정하다, 제정하다","8형 동사는 주로 자동적, 재귀적, 또는 상호 작용적 의미를 가지며, 여기서는 '스스로 법을 만들다'라는 의미에서 '입법하다'의 의미를 갖습니다.",اِشْتَرَعَ الْبَرْلَمَانُ قَانُونًا جَدِيدًا.,의회는 새로운 법을 제정했다.,1
ش-ر-ع,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْرَعَ,,N,법제화하다,없음,"Form X (اِسْتَفْعَلَ)는 요구, 추구, 또는 행위의 실행을 나타내는 경우가 많습니다. 이 경우, '법을 요구하다' 또는 '법으로 만들려고 하다'라는 의미에서 '법제화하다'라는 의미를 갖습니다. 주로 추상적인 개념이나 법률과 관련된 맥락에서 사용됩니다.",حاولَ البرلمانُ أنْ يَسْتَشْرِعَ قوانينَ جديدةً.,국회는 새로운 법률을 법제화하려고 노력했다.,1
ش-ر-ك,1,1형,فَعَلَ,기본형,شَرَكَ,,Y,참여하다,"나누다, 결합하다, 숭배하다","기본적으로 '무언가에 함께 하다'라는 의미를 지니며, 맥락에 따라 '공유', '협력', '동반' 등의 의미로 해석될 수 있다. 종교적 맥락에서는 '신을 모시다'라는 의미로 쓰이기도 한다.",شَارَكَ الطُّلَّابُ فِي الْمَسَابِقَةِ. (šāraka aṭ-ṭullābu fī al-musābaqati.),학생들은 경쟁에 참여했다.,1
ش-ر-ك,2,2형,فَعَّلَ,사동/강조,شَرَّكَ,,Y,참여시키다,"결합시키다, 관련시키다","샤라카(شَرِكَ)의 2형 동사이며, '참여하다'의 의미를 사동적으로 만들어 '참여시키다', '관여시키다', '결합시키다' 등의 의미를 나타냅니다. 대상이 필요하며, 행위의 주체가 다른 사람을 어떤 일에 참여하게 하거나, 두 가지 이상을 결합시키는 행위를 묘사할 때 사용됩니다.",شَرَّكَهُ فِي الْمَشْرُوعِ.,그를 프로젝트에 참여시켰다.,1
ش-ر-ك,3,3형,فَاعَلَ,상호동작,شَارَكَ,,Y,참여하다,"공유하다, 협력하다","Form 3 동사는 대개 두 사람 또는 두 그룹 간의 상호 작용을 나타냅니다. 'شارك'는 단순히 뭔가를 가지는 것이 아니라, 다른 사람과 '함께' 가지거나, '함께' 어떤 행동을 수행하는 것을 의미합니다. 따라서, 참여, 공유, 협력 등의 의미를 가집니다.",شارك الطلاب في المشروع. (Šāraka aṭ-ṭullābu fī al-mašrūʿi.),학생들은 프로젝트에 참여했다.,1
ش-ر-ك,4,4형,أَفْعَلَ,사역형,أَشْرَكَ,,Y,동반하다,"신성모독하다, 결부시키다","4형 동사 (أَفْعَلَ)로, 기본적으로 '～하게 만들다'라는 사동의 의미를 갖습니다. 따라서 단순히 '참여하다' (شَرِكَ)가 아니라, '～를 동반하게 하다', 특히 종교적인 맥락에서는 '신을 동반하게 하다', 즉 '신성모독하다'라는 의미로 자주 사용됩니다. 또한 어떤 것을 다른 것과 결부시키는 의미도 가질 수 있습니다.",أَشْرَكَ بِاللَّهِ,그는 하나님을 신성모독했다.,1
ش-ر-ك,5,5형,تَفَعَّلَ,재귀(2형),تَشَرَّكَ,,Y,참여하다,"연관되다, 가담하다","Form V (تَفَعَّلَ)는 주로 재귀적 또는 상호적 의미를 갖는다. 'تَشَرَّكَ'는 단순히 'شارك' (Form III)처럼 '참여하다'라는 뜻을 가질 수 있지만, 스스로 참여하거나 다른 사람과 함께 참여하는 뉘앙스를 내포한다. 즉, 능동적인 참여를 강조한다.",تَشَرَّكَ الطُّلَّابُ فِي الْمَشْرُوعِ.‎,학생들은 그 프로젝트에 참여했다.,1
ش-ر-ك,6,6형,تَفَاعَلَ,상호재귀,تَشَارَكَ,,Y,공유하다,"협력하다, 참가하다","Form VI 동사로, 상호성을 나타냅니다. 즉, 두 명 이상의 주체가 서로에게 영향을 주는 행위를 의미합니다. 주로 '서로 ~하다' 또는 '~에 참여하다'로 해석됩니다.",تَشَارَكَ الطُّلَّابُ فِي الْمَشْرُوعِ.‎,학생들은 프로젝트에 참여했다.,1
ش-ر-ك,7,7형,اِنْفَعَلَ,수동형,اِنْشَرَكَ,,Y,나뉘다,없음,"7형 동사로, 수동태나 자동사의 의미를 가집니다. 'شَرِكَ' (참여하다)의 7형태로, '나뉘어지다', '갈라지다' 등의 의미를 나타냅니다. 주로 어떤 것이 분리되거나 분열되는 상황을 묘사할 때 사용됩니다.",اِنْشَرَكَ الطَّريقُ إِلَى فُرْعَيْنِ.,길이 두 갈래로 나뉘었다.,1
ش-ر-ك,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَرَكَ,,Y,참여하다,"공유하다, 가입하다","Form VIII (اِفْتَعَلَ) 동사이며, 주로 상호 작용 또는 참여의 의미를 내포합니다. 'شَرِكَ' (Form I)의 의미에 영향을 받아, 함께 무언가를 하거나 공유하는 행위를 나타냅니다. 능동형이지만, 수동적인 뉘앙스를 가질 때도 있습니다. 자동사 및 타동사로 사용될 수 있습니다.",اِشْتَرَكَ الطُّلابُ فِي الْمُسَابَقَةِ.‎,학생들이 대회에 참가했다.,1
ش-ر-ك,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْرَكَ,,Y,지분을 요구하다,없음,"10형 동사로, طلب (요구하다)의 의미를 내포하며, 주로 어떤 것에 대한 지분이나 참여를 요구하는 행위를 나타냅니다. 드물게 '파트너십을 구하다'와 같이 해석될 수도 있습니다.",اِسْتَشْرَكَ فِي الْمَشْرُوعِ.,그는 그 프로젝트의 지분을 요구했다.,1
ش-ع-ر,1,1형,فَعَلَ,기본형,شَعَرَ,,Y,느끼다,"알다, 인지하다",감각이나 감정을 느끼는 것을 표현하는 기본적인 동사. 인지적인 의미로도 사용될 수 있다. 종종 'بِ'와 함께 사용하여 무엇을 느끼는지 명확히 한다.,شَعَرْتُ بِالْحُزْنِ.‎,나는 슬픔을 느꼈다.,1
ش-ع-ر,2,2형,فَعَّلَ,사동/강조,شَعَّرَ,,Y,느끼게 하다,"알리다, 인지시키다","2형 동사로, 기본 어근의 의미에 사동의 의미를 더합니다. 즉, '느끼다'에서 '느끼게 하다'로 의미가 변화합니다. 종종 무언가를 깨닫게 하거나 인지시키는 데 사용됩니다.",شَعَّرَهُ بِالْخَطَأِ.‎,그는 그에게 잘못을 느끼게 했다.,1
ش-ع-ر,3,3형,فَاعَلَ,상호동작,شَاعَرَ,,Y,시를 짓다,"시를 겨루다, 시를 주고받다, 감정을 나누다","3형 동사로, 주로 쌍방향의 행위를 나타내며, '시'와 관련된 행위나 감정을 공유하는 뉘앙스를 가집니다. 상호성, 경쟁, 공유 등의 의미를 내포할 수 있습니다.",شَاعَرَ الشَّاعِرُ الشَّاعِرَةَ.,시인이 여류 시인과 시를 겨루었다.,1
ش-ع-ر,4,4형,أَفْعَلَ,사역형,أَشْعَرَ,,Y,알게 하다,"느끼게 하다, 통보하다","사역 동사로, 주로 '느끼게 하다' 또는 '알게 하다'의 의미로 사용됩니다. Form IV 동사 패턴을 따르며, 자동사가 타동사로 변환되는 경우가 많습니다.",أَشْعَرْتُهُ بِالْخَطَرِ.‎,나는 그에게 위험을 알게 했다.,1
ش-ع-ر,5,5형,تَفَعَّلَ,재귀(2형),تَشَعَّرَ,,Y,느끼다,"감동받다, 머리카락이 나다 (드물게)","5형 동사로, 스스로 어떤 감정을 느끼거나 어떤 상태가 되는 것을 나타냅니다. 주로 감정이나 인상과 관련된 느낌을 표현할 때 사용됩니다. 'شعور' (느낌, 감정)과 관련이 깊습니다.",تَشَعَّرْتُ بِالسَّعَادَةِ عِنْدَمَا رَأَيْتُهَا.,나는 그녀를 보았을 때 행복을 느꼈다.,1
ش-ع-ر,6,6형,تَفَاعَلَ,상호재귀,تَشَاعَرَ,,N,서로 느끼다,"시를 짓는 척하다, 감정을 꾸며내다","6형 동사로, 상호성 (reciprocity) 또는 가장 (pretension)의 의미를 나타냅니다. 서로 느끼거나 (feel each other's feelings) 시를 짓는 척하는 것처럼, 두 가지 방향으로 해석될 수 있습니다. 문맥에 따라 어느 의미가 적절한지 판단해야 합니다.",تَشَاعَرَ الْقَوْمُ بِالْحُبِّ.,사람들은 서로 사랑을 느끼는 척했다.,1
ش-ع-ر,7,7형,اِنْفَعَلَ,수동형,اِنْشَعَرَ,,N,갈라지다,"쪼개지다, 분열되다","7형 동사로, 수동태나 자동태의 의미를 가질 수 있으며, 여기서는 '스스로 갈라지다' 또는 '갈라지게 되다'라는 의미를 내포한다. 주로 추상적인 의미로 사용되어 의견이나 집단 등의 분열을 나타낸다.",اِنْشَعَرَ الصَّفُّ بَعْدَ الْمُشَاجَرَةِ.‎,다툼 후에 대열이 갈라졌다.,1
ش-ع-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِشْتَعَرَ,,N,느끼다,"인식하다, 생각하다","8형 동사는 주로 자기 자신에게 작용하는 의미를 가지며, '느끼다'는 내부적인 감각이나 인식을 표현할 때 사용됩니다.",اِشْتَعَرْتُ بِالْحُزْنِ الشَّدِيدِ.‎,나는 심한 슬픔을 느꼈다.,1
ش-ع-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَشْعَرَ,,Y,느끼다,"감지하다, 깨닫다","10형 동사로, '~하게 되다', '~을 요구하다'와 같은 의미를 나타내며, 'شَعَرَ (느끼다)'의 의미를 강조하거나, 더 강한 자각, 인식을 나타냅니다.",اِسْتَشْعَرَ الْخَطَرَ (istašʿara al-ḫaṭara),그는 위험을 느꼈다/감지했다.,1
ش-ق-ق,1,1형,فَعَلَ,기본형,شَقَقَ,,Y,쪼개다,"가르다, 찢다, 터뜨리다","물리적으로 어떤 것을 나누거나 열 때 사용되며, 때로는 추상적인 의미로도 사용될 수 있습니다. 힘을 주어 쪼개거나 가르는 행위를 나타냅니다.",شَقَّ الْحَطَّابُ الْحَطَبَ.‎,나뭇꾼이 장작을 쪼갰다.,1
ش-ق-ق,2,2형,فَعَّلَ,사동/강조,شَقَّقَ,,Y,갈기갈기 찢다,"가루로 만들다, 산산조각내다","Form II 동사로, 'श-क़-क़' (찢다, 나누다)의 어근에서 파생되어 기본 의미를 강화하거나 확대합니다. 반복적인 찢는 행위나 완전한 파괴를 나타낼 수 있습니다.",شَقَّقَ اللِّصُّ الصُّنْدُوقَ لِيَسْرِقَ المَالَ.,도둑은 돈을 훔치기 위해 상자를 갈기갈기 찢었다.,1
